title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
旺旺起司米餅;飲料零食;66;旺旺;規格：105g克x1x1pack包;旺旺起司米餅;0;1;105,0;6,0;5209;0.00%;1;14000018001,0;g;1;pack;66,0;0,0;0,0;weight;月;4,204692619390966;0,0;0,0004866044739805;0,3690983999465161;0,0;0,0;0
厚燒海苔經濟包350g;飲料零食;109;旺旺;規格：350g克x1x1pack包;厚燒海苔經濟包;128;1;350,0;6,0;5210;14.84%;1;14000020001,0;g;1;pack;109,0;128,0;14,84375;weight;月;4,700480365792417;4,859812404361672;0,0004866044739805;0,4209873010092624;0,5214791356311077;0,2247260956175298;0
旺仔雪餅;飲料零食;27;旺旺;規格：75g克x1x1pack包;旺仔雪餅;30;1;75,0;6,0;5213;10.00%;1;14000023001,0;g;1;pack;27,0;30,0;10,0;weight;月;3,332204510175204;3,4339872044851463;0,0004866044739805;0,2777842246646182;0,3684818528295456;0,1513944223107569;0
黑豆米果;飲料零食;73;旺旺;規格：160g克x1x1pack包;黑豆米果;76;1;160,0;9,0;5214;3.95%;1;14000025001,0;g;1;pack;73,0;76,0;3,947368421052632;weight;月;4,30406509320417;4,343805421853684;0,0007368582034562;0,3794986740546998;0,4661093285627574;0,0597609561752988;0
旺旺米起司厚脆片經濟包;飲料零食;108;旺旺;規格：350g克x1x1pack包;旺旺米起司厚脆片經濟包;112;1;350,0;6,0;5215;3.57%;1;14000027001,0;g;1;pack;108,0;112,0;3,571428571428571;weight;月;4,691347882229144;4,727387818712341;0,0004866044739805;0,4200314997828075;0,5072693981526111;0,054069436539556;0
旺旺燒米屋;飲料零食;109;旺旺;規格：350g克x1x1pack包;旺旺燒米屋;135;1;350,0;6,0;5216;19.26%;1;14000031001,0;g;1;pack;109,0;135,0;19,25925925925926;weight;月;4,700480365792417;4,912654885736052;0,0004866044739805;0,4209873010092624;0,5271493651006616;0,2915744429688652;0
北田蒟蒻糙米捲(綜合口味);飲料零食;77;北田;規格：320g克x1x1bag袋;北田蒟蒻糙米捲(綜合口味);94;1;320,0;12,0;5217;18.09%;0;14000032001,0;g;1;bag;77,0;94,0;18,08510638297873;weight;月;4,356708826689592;4,553876891600541;0,000987111932932;0,3850083412423732;0,4886509164573905;0,2737984233279648;0
北田蒟蒻糙米捲160g(芝士);飲料零食;42;北田;規格：160g克x1x1bag袋;北田蒟蒻糙米捲(芝士口味);0;1;160,0;12,0;5218;0.00%;1;14000033001,0;g;1;bag;42,0;0,0;0,0;weight;月;3,7612001156935615;0,0;0,000987111932932;0,3226826931981074;0,0;0,0;0
三幸 越後樽燒米果(醬油風味);飲料零食;66;三幸製菓;規格：81g克x1x1pack包;三幸 越後樽燒醬油米果;75;1;81,0;6,0;5219;12.00%;1;14000036001,0;g;1;pack;66,0;75,0;12,0;weight;月;4,204692619390966;4,330733340286331;0,0004866044739805;0,3690983999465161;0,4647066370122513;0,1816733067729083;0
有田製果雪屋(原味);飲料零食;67;有田製菓;規格：190g克x1x1pack包;有田製果雪屋 (原味);71;1;190,0;6,0;5221;5.63%;1;14000040001,0;g;1;pack;67,0;71,0;5,633802816901409;weight;月;4,219507705176107;4,276666119016055;0,0004866044739805;0,3706489395193898;0,4589049875928839;0,0852926322877504;0
有田製果雪屋(輕辣);飲料零食;67;有田製菓;規格：190g克x1x1pack包;有田製果雪屋 (輕辣);71;1;190,0;6,0;5222;5.63%;1;14000041001,0;g;1;pack;67,0;71,0;5,633802816901409;weight;月;4,219507705176107;4,276666119016055;0,0004866044739805;0,3706489395193898;0,4589049875928839;0,0852926322877504;0
傳六 二色綜合14袋入豆子 341.6g;飲料零食;269;;規格：341.6g克x1x1bag包;傳六二色綜合14袋入豆子;0;1;341,6;8,0;5225;0.00%;1;14000050001,0;g;1;bag;269,0;0,0;0,0;weight;月;5,598421958998375;0,0;0,000653440293631;0,5149654253743233;0,0;0,0;0
有田製果雪屋(海苔)-190g;飲料零食;67;有田製菓;規格：190g克x1x1pack包;有田製果雪屋(海苔)2枚x12袋;71;1;190,0;6,0;5227;5.63%;1;14000055001,0;g;1;pack;67,0;71,0;5,633802816901409;weight;月;4,219507705176107;4,276666119016055;0,0004866044739805;0,3706489395193898;0,4589049875928839;0,0852926322877504;0
鴻津太國捲(蛋奶素);飲料零食;85;鴻津;規格：350g克x1x1bag袋;鴻津太國捲(蛋奶素);99;1;350,0;12,0;5228;14.14%;0;14000057001,0;g;1;bag;85,0;99,0;14,14141414141414;weight;月;4,454347296253507;4,605170185988092;0,000987111932932;0,3952271353208731;0,4941549113846197;0,2140931224596562;0
旺旺厚燒海苔170g;飲料零食;59;旺旺;規格：170g克x1x1pack包;旺旺厚燒海苔170g;0;1;170,0;6,0;5229;0.00%;0;14000060001,0;g;1;pack;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0004866044739805;0,3575494266964488;0,0;0,0;0
角落小夥伴雪餅(米果)118g;飲料零食;93;;規格：118g克x1x1bag包;角落小夥伴雪餅(米果);0;1;118,0;9,0;5230;0.00%;1;14000061001,0;g;1;bag;93,0;0,0;0,0;weight;月;4,543294782270004;0,0;0,0007368582034562;0,4045363353468714;0,0;0,0;0
北海道牛奶風味雪餅;飲料零食;99;;規格：208g克x1x1pack包;北海道牛奶風味雪餅;118;1;208,0;9,0;5231;16.10%;1;14000066001,0;g;1;pack;99,0;118,0;16,101694915254235;weight;月;4,605170185988092;4,77912349311153;0,0007368582034562;0,411012184588909;0,5128208623907714;0,2437706799918967;0
三幸蛋黃雪宿;飲料零食;79;三幸製菓;規格：112g克x1x1pack包;三幸蛋黃雪宿;92;1;112,0;9,0;5232;14.13%;0;14000067001,0;g;1;pack;79,0;92,0;14,130434782608695;weight;月;4,382026634673881;4,532599493153256;0,0007368582034562;0,3876580905416603;0,4863677585024024;0,213926901091287;0
無聊派米豆;飲料零食;59;;規格：130g克x1x1pack包;無聊派米豆;0;1;130,0;9,0;5234;0.00%;0;14000071001,0;g;1;pack;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0007368582034562;0,3575494266964488;0,0;0,0;0
無聊派大仙貝酥;飲料零食;59;旺旺;規格：155g克x1x1pack包;無聊派大仙貝酥;0;1;155,0;6,0;5236;0.00%;0;14000073001,0;g;1;pack;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0004866044739805;0,3575494266964488;0,0;0,0;0
旺旺小小酥綜合包;飲料零食;59;旺旺;規格：150g克x1x1pack包;旺旺小小酥綜合包;0;1;150,0;6,0;5237;0.00%;1;14000075001,0;g;1;pack;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0004866044739805;0,3575494266964488;0,0;0,0;0
三幸 越後樽燒米果(旨鹽風味);飲料零食;66;三幸製菓;規格：81g克x1x1pack包;三幸 越後旨鹽米果;75;1;81,0;6,0;5242;12.00%;1;14000098001,0;g;1;pack;66,0;75,0;12,0;weight;月;4,204692619390966;4,330733340286331;0,0004866044739805;0,3690983999465161;0,4647066370122513;0,1816733067729083;0
三幸 雪宿米果(黑糖牛乳風味);飲料零食;92;三幸製菓;規格：104g克x1x1pack包;三幸黑糖牛乳米果;120;1;104,0;8,0;5243;23.33%;1;14000099001,0;g;1;pack;92,0;120,0;23,33333333333333;weight;月;4,532599493153256;4,795790545596741;0,000653440293631;0,4034169716618177;0,5146093100509539;0,3532536520584329;0
傳六 辣味什錦豆果子 260g;飲料零食;235;;規格：260g克x1x1bag包;傳六辣味什錦豆果子;0;1;260,0;8,0;5246;0.00%;1;14000106001,0;g;1;bag;235,0;0,0;0,0;weight;月;5,4638318050256105;0,0;0,000653440293631;0,5008792862266694;0,0;0,0;0
丸什綜合豆果子;飲料零食;199;丸什;規格：368g克x1x1bag包;丸什綜合豆果子;267;1;368,0;10,0;5251;25.47%;0;14000123001,0;g;1;bag;199,0;267,0;25,46816479400749;weight;月;5,298317366548036;5,5909869805108565;0,0008202761132815;0,4835566267116747;0,5999373669866039;0,3855738096303923;0
漢正軒五榖鹽酥鍋粑;飲料零食;95;漢正軒;規格：200g克x1x1pc包;漢正軒鹽酥鍋粑;0;1;200,0;8,0;5252;0.00%;1;14000125001,0;g;1;pc;95,0;0,0;0,0;weight;月;4,564348191467836;0,0;0,000653440293631;0,4067397747719661;0,0;0,0;0
三幸製果 丸大豆黑豆仙貝( 旨口醬油風味);飲料零食;92;三幸製菓;規格：125g克x1x1pc包;三幸 丸大豆黑豆仙貝;105;1;125,0;8,0;5254;12.38%;1;14000131001,0;g;1;pc;92,0;105,0;12,38095238095238;weight;月;4,532599493153256;4,663439094112067;0,000653440293631;0,4034169716618177;0,5004074201883315;0,1874407133371276;0
池上農會池上米餅-椒鹽口味150g克;飲料零食;108;池上農會;規格：150g克x1x1bag袋;池上農會池上米餅-椒鹽口味;120;1;150,0;6,0;5258;10.00%;0;14000171001,0;g;1;bag;108,0;120,0;10,0;weight;月;4,691347882229144;4,795790545596741;0,0004866044739805;0,4200314997828075;0,5146093100509539;0,1513944223107569;0
萬歲牌米果綜合果鹽味;飲料零食;198;萬歲牌;規格：180g克x1x1bag包;萬歲牌米果綜合果鹽味;0;1;180,0;9,0;5259;0.00%;0;14000196001,0;g;1;bag;198,0;0,0;0,0;weight;月;5,293304824724492;0,0;0,0007368582034562;0,4830320165561342;0,0;0,0;0
萬歲牌米果綜合果辣味;飲料零食;198;萬歲牌;規格：180g克x1x1bag包;萬歲牌米果綜合果辣味;0;1;180,0;9,0;5260;0.00%;1;14000197001,0;g;1;bag;198,0;0,0;0,0;weight;月;5,293304824724492;0,0;0,0007368582034562;0,4830320165561342;0,0;0,0;0
雪之戀-花生醬米餅(福源花生味);飲料零食;59;雪之戀;規格：120g克x1x1bag袋;新福源花生米餅;99;1;120,0;12,0;5264;40.40%;0;14000219001,0;g;1;bag;59,0;99,0;40,4040404040404;weight;月;4,0943445622221;4,605170185988092;0,000987111932932;0,3575494266964488;0,4941549113846197;0,611694635599018;0
旺旺厚燒可口椒鹽味;飲料零食;59;旺旺;規格：190g克x1x1bag包;旺旺厚燒可口椒鹽味;0;1;190,0;6,0;5265;0.00%;0;14000220001,0;g;1;bag;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0004866044739805;0,3575494266964488;0,0;0,0;0
厚燒香醇奶香風味;飲料零食;59;旺旺;規格：175g克x1x1bag包;厚燒香醇奶香風味;0;1;175,0;6,0;5266;0.00%;0;14000322001,0;g;1;bag;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0004866044739805;0,3575494266964488;0,0;0,0;0
CROWN原味營養餅乾200g;飲料零食;62;CROWN 皇冠;規格：200g克x1x1box盒;ACE原味蘇打餅乾;67;1;200,0;12,0;5268;7.46%;0;14001002001,0;g;1;box;62,0;67,0;7,462686567164178;weight;月;4,143134726391533;4,219507705176107;0,000987111932932;0,3626557812197267;0,452771639684938;0,1129809121722066;0
海太天然酵母蘇打餅;飲料零食;79;海太;規格：162g克x1x1box盒;海太天然酵母蘇打餅;0;1;162,0;12,0;5269;0.00%;1;14001003001,0;g;1;box;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,000987111932932;0,3876580905416603;0,0;0,0;0
家樂福迷你蔬菜蘇打餅乾;飲料零食;32;家樂福;規格：160g克x1x1pack包;家福迷你蔬菜蘇打餅乾;35;1;160,0;6,0;5270;8.57%;1;14001007001,0;g;1;pack;32,0;35,0;8,571428571428571;weight;月;3,49650756146648;3,58351893845611;0,0004866044739805;0,2949801009940365;0,3845272621771604;0,1297666476949345;0
家樂福紫菜蘇打300g;飲料零食;65;家樂福;規格：300g克x1x1bag袋;家福紫菜蘇打;69;1;300,0;6,0;5271;5.80%;1;14001008001,0;g;1;bag;65,0;69,0;5,797101449275362;weight;月;4,189654742026425;4,248495242049359;0,0004866044739805;0,3675245431168023;0,4558821292295903;0,0877648824989895;0
中祥自然之顏紫菜鮮蔥蘇打餅;飲料零食;74;中祥;規格：280g克x1x1bag袋;中祥自然之顏紫菜蘇打;79;1;280,0;8,0;5272;6.33%;1;14001009001,0;g;1;bag;74,0;79,0;6,329113924050633;weight;月;4,31748811353631;4,382026634673881;0,000653440293631;0,3809035207436973;0,4702106319394804;0,0958192546270613;0
中祥蔬菜蘇打餅;飲料零食;74;中祥;規格：300g克x1x1bag袋;家福蔬菜蘇打;88;1;300,0;8,0;5273;15.91%;0;14001010001,0;g;1;bag;74,0;88,0;15,909090909090908;weight;月;4,31748811353631;4,48863636973214;0,000653440293631;0,3809035207436973;0,48165032299384;0,2408547627671133;0
義美純麥取向蘇打餅乾341g;飲料零食;63;義美;規格：341g克x1x1bag包;義美健康取向純麥蘇打餅乾410g;0;1;341,0;12,166666666666666;5275;0.00%;0;14001012001,0;g;1;bag;63,0;0,0;0,0;weight;月;4,158883083359672;0,0;0,0010010149179028;0,3643039964944118;0,0;0,0;0
家樂福麥味蘇打140g;飲料零食;29;家樂福;規格：140g克x1x1pack包;家福麥味蘇打140g;0;1;140,0;6,0;5276;0.00%;1;14001014001,0;g;1;pack;29,0;0,0;0,0;weight;月;3,4011973816621555;0,0;0,0004866044739805;0,285004984573683;0,0;0,0;0
正哲礦鹽蘇打餅-胡椒蕎麥風味-380g;飲料零食;109;正哲;規格：380g克x1x1pc包;正哲礦鹽蘇打餅-胡椒蕎麥風味;141;1;380,0;10,0;5277;22.70%;1;14001017001,0;g;1;pc;109,0;141,0;22,69503546099291;weight;月;4,700480365792417;4,955827057601261;0,0008202761132815;0,4209873010092624;0,5317819280463796;0,3435901782939165;0
中祥自然之顏紫菜鮮蔥蘇打餅;飲料零食;74;中祥;規格：280g克x1x1bag袋;中祥自然之顏蔬菜蘇打;79;1;280,0;8,0;5278;6.33%;1;14001018001,0;g;1;bag;74,0;79,0;6,329113924050633;weight;月;4,31748811353631;4,382026634673881;0,000653440293631;0,3809035207436973;0,4702106319394804;0,0958192546270613;0
正哲礦鹽蘇打餅-香辣百匯風味-380g;飲料零食;109;正哲;規格：380g克x1x1pc包;正哲礦鹽蘇打餅 -香辣百匯風味;141;1;380,0;10,0;5279;22.70%;1;14001019001,0;g;1;pc;109,0;141,0;22,69503546099291;weight;月;4,700480365792417;4,955827057601261;0,0008202761132815;0,4209873010092624;0,5317819280463796;0,3435901782939165;0
正哲礦鹽蘇打餅-香椿風味-380g;飲料零食;109;正哲;規格：380g克x1x1pc包;正哲礦鹽蘇打餅-香椿風味;141;1;380,0;10,0;5284;22.70%;1;14001029001,0;g;1;pc;109,0;141,0;22,69503546099291;weight;月;4,700480365792417;4,955827057601261;0,0008202761132815;0,4209873010092624;0,5317819280463796;0,3435901782939165;0
家樂福蔬菜蘇打300g;飲料零食;65;家樂福;規格：300g克x1x1bag袋;家樂福蔬菜蘇打;69;1;300,0;6,0;5285;5.80%;1;14001030001,0;g;1;bag;65,0;69,0;5,797101449275362;weight;月;4,189654742026425;4,248495242049359;0,0004866044739805;0,3675245431168023;0,4558821292295903;0,0877648824989895;0
義美美味蘇打餅乾-原味;飲料零食;53;義美;規格：192g克x1x1box盒;義美美味蘇打餅乾-原味;55;1;192,0;12,0;5286;3.64%;1;14001031001,0;g;1;box;53,0;55,0;3,636363636363636;weight;月;3,9889840465642745;4,02535169073515;0,000987111932932;0,346522447081543;0,4319378497844511;0,0550525172039116;0
義美美味蘇打餅乾-紫菜;飲料零食;53;義美;規格：192g克x1x1box盒;義美美味蘇打餅乾-紫菜;55;1;192,0;12,0;5288;3.64%;1;14001034001,0;g;1;box;53,0;55,0;3,636363636363636;weight;月;3,9889840465642745;4,02535169073515;0,000987111932932;0,346522447081543;0,4319378497844511;0,0550525172039116;0
義美美味蘇打餅乾-鮮蔥;飲料零食;53;義美;規格：192g克x1x1box盒;義美美味蘇打餅乾-鮮蔥;55;1;192,0;12,0;5290;3.64%;1;14001036001,0;g;1;box;53,0;55,0;3,636363636363636;weight;月;3,9889840465642745;4,02535169073515;0,000987111932932;0,346522447081543;0,4319378497844511;0,0550525172039116;0
中祥 麥穗蘇打餅;飲料零食;31;中祥;規格：135g克x1x1bag包;中祥麥穗蘇打;32;1;135,0;6,0;5295;3.13%;0;14001044001,0;g;1;bag;31,0;32,0;3,125;weight;月;3,4657359027997265;3,49650756146648;0,0004866044739805;0,2917595543716461;0,3751905606983335;0,0473107569721115;0
義美天然取向紫菜蘇打餅225g;飲料零食;63;義美;規格：225g克x1x1bag袋;義美天然取向蘇打餅乾(紫菜);0;1;225,0;9,0;5296;0.00%;0;14001035001,0;g;1;bag;63,0;0,0;0,0;weight;月;4,158883083359672;0,0;0,0007368582034562;0,3643039964944118;0,0;0,0;0
義美天然取向鮮蔥蘇打餅225g;飲料零食;63;義美;規格：225g克x1x1bag袋;義美天然取向蘇打餅乾(鮮蔥);0;1;225,0;9,0;5298;0.00%;1;14001046001,0;g;1;bag;63,0;0,0;0,0;weight;月;4,158883083359672;0,0;0,0007368582034562;0,3643039964944118;0,0;0,0;0
正哲礦鹽蘇打餅-三寶海苔風味-365g;飲料零食;109;正哲;規格：365g克x1x1pc包;正哲礦鹽蘇打餅-三寶海苔風味;141;1;365,0;10,0;5300;22.70%;1;14001050001,0;g;1;pc;109,0;141,0;22,69503546099291;weight;月;4,700480365792417;4,955827057601261;0,0008202761132815;0,4209873010092624;0,5317819280463796;0,3435901782939165;0
茱蒂絲蘇打餅-奶油;飲料零食;55;茱蒂絲Julies;規格：250g克x1x1pack包;茱莉絲蘇打餅-奶油;62;1;250,0;12,0;5301;11.29%;1;14001052001,0;g;1;pack;55,0;62,0;11,29032258064516;weight;月;4,02535169073515;4,143134726391533;0,000987111932932;0,350328666787384;0,4445764848829938;0,1709291864798868;0
正哲礦鹽蘇打餅-養生多穀-380g;飲料零食;109;正哲;規格：380g克x1x1pc包;正哲礦鹽蘇打餅-養生多穀;141;1;380,0;10,0;5305;22.70%;1;14001058001,0;g;1;pc;109,0;141,0;22,69503546099291;weight;月;4,700480365792417;4,955827057601261;0,0008202761132815;0,4209873010092624;0,5317819280463796;0,3435901782939165;0
家樂福迷你原味蘇打餅乾;飲料零食;32;家樂福;規格：160g克x1x1pack包;家福迷你原味蘇打餅乾;35;1;160,0;6,0;5306;8.57%;1;14001060001,0;g;1;pack;32,0;35,0;8,571428571428571;weight;月;3,49650756146648;3,58351893845611;0,0004866044739805;0,2949801009940365;0,3845272621771604;0,1297666476949345;0
經典祈福量販包;飲料零食;89;掬水軒;規格：320g克x1x1bag袋;掬水軒奇福餅乾;189;1;320,0;12,0;5309;52.91%;1;14001066001,0;g;1;bag;89,0;189,0;52,9100529100529;weight;月;4,499809670330265;5,247024072160486;0,000987111932932;0,3999852049740031;0,5630286418731141;0,8010286894749045;0
自然主意 奇亞籽黑芝麻蘇打餅;飲料零食;99;;規格：180g克x1x1pack包;自然主意 奇亞籽黑芝麻蘇打餅;115;1;180,0;12,0;5310;13.91%;1;14001070001,0;g;1;pack;99,0;115,0;13,91304347826087;weight;月;4,605170185988092;4,7535901911063645;0,000987111932932;0,411012184588909;0,510081027361849;0,2106357179975749;0
田園物語海苔亞麻仁蘇打餅280g;飲料零食;149;田園物語;規格：280g克x1x1bag包;健康物語海苔亞麻仁蘇打餅280g;0;1;280,0;12,0;5313;0.00%;1;14001074001,0;g;1;bag;149,0;0,0;0,0;weight;月;5,010635294096256;0,0;0,000987111932932;0,4534479628664632;0,0;0,0;0
明治蘇打餅乾;飲料零食;45;明治;規格：104g克x1x1pc包;明治蘇打餅乾;49;1;104,0;12,0;5314;8.16%;1;14001075001,0;g;1;pc;45,0;49,0;8,16326530612245;weight;月;3,828641396489095;3,912023005428146;0,000987111932932;0,3297410643905061;0,4197771859688961;0,1235872835189852;0
自然主意 香草椒鹽蘇打餅;飲料零食;99;自然主意;規格：180g克x1x1pack包;自然主意 香草椒鹽蘇打餅;115;1;180,0;12,0;5317;13.91%;1;14001080001,0;g;1;pack;99,0;115,0;13,91304347826087;weight;月;4,605170185988092;4,7535901911063645;0,000987111932932;0,411012184588909;0,510081027361849;0,2106357179975749;0
自然主意蕎麥紫菜奇亞籽蘇打餅-180g;飲料零食;99;自然主意;規格：180g克x1x1bag包;自然主意蕎麥紫菜奇亞籽蘇打餅;120;1;180,0;12,166666666666666;5318;17.50%;1;14001084001,0;g;1;bag;99,0;120,0;17,5;weight;月;4,605170185988092;4,795790545596741;0,0010010149179028;0,411012184588909;0,5146093100509539;0,2649402390438247;0
自然主意亞麻仁籽胡椒蘇打餅;飲料零食;99;自然主意;規格：180g克x1x1pack包;自然主意亞麻仁籽胡椒蘇打餅;115;1;180,0;12,0;5319;13.91%;1;14001085001,0;g;1;pack;99,0;115,0;13,91304347826087;weight;月;4,605170185988092;4,7535901911063645;0,000987111932932;0,411012184588909;0,510081027361849;0,2106357179975749;0
自然主意奇亞籽藍藻蔥餅-180g;飲料零食;99;自然主意;規格：180g克x1x1pack包;自然主意奇亞籽藍藻蔥餅;115;1;180,0;12,0;5320;13.91%;1;14001086001,0;g;1;pack;99,0;115,0;13,91304347826087;weight;月;4,605170185988092;4,7535901911063645;0,000987111932932;0,411012184588909;0,510081027361849;0,2106357179975749;0
自然主意奇亞籽馬告胡椒蘇打餅-176g;飲料零食;99;自然主意;規格：176g克x1x1bag包;自然主意奇亞籽馬告胡椒蘇打餅;120;1;176,0;12,166666666666666;5321;17.50%;0;14001089001,0;g;1;bag;99,0;120,0;17,5;weight;月;4,605170185988092;4,795790545596741;0,0010010149179028;0,411012184588909;0,5146093100509539;0,2649402390438247;0
特選胡椒亞麻仁蘇打餅量販包;飲料零食;179;;規格：288g克x1x1bag袋;天然屋胡椒亞麻仁蘇打餅;0;1;288,0;12,0;5322;0.00%;0;14001090001,0;g;1;bag;179,0;0,0;0,0;weight;月;5,19295685089021;0,0;0,000987111932932;0,472529647096769;0,0;0,0;0
特選燕麥芝麻蘇打餅量販包;飲料零食;179;;規格：289g克x1x1bag袋;天然屋燕麥芝麻蘇打餅;0;1;289,0;12,0;5323;0.00%;1;14001092001,0;g;1;bag;179,0;0,0;0,0;weight;月;5,19295685089021;0,0;0,000987111932932;0,472529647096769;0,0;0,0;0
中祥奶油起士酥餅;飲料零食;74;中祥;規格：300g克x1x1bag袋;中祥鮮奶油起士酥餅;88;1;300,0;12,0;5324;15.91%;0;14001093001,0;g;1;bag;74,0;88,0;15,909090909090908;weight;月;4,31748811353631;4,48863636973214;0,000987111932932;0,3809035207436973;0,48165032299384;0,2408547627671133;0
家樂福亞麻蕎麥糙米餅160g;飲料零食;55;家樂福;規格：160g克x1x1box盒;家樂福亞麻蕎麥糙米餅160g;0;1;160,0;6,0;5325;0.00%;0;14001096001,0;g;1;box;55,0;0,0;0,0;weight;月;4,02535169073515;0,0;0,0004866044739805;0,350328666787384;0,0;0,0;0
原味巡禮香蔥夾心蘇打餅乾144g;飲料零食;61;原味巡禮;規格：144g克x1x1bag包;原味巡禮香蔥夾心蘇打餅乾;78;1;144,0;9,0;5330;21.79%;1;14001104001,0;g;1;bag;61,0;78,0;21,7948717948718;weight;月;4,127134385045092;4,3694478524670215;0,0007368582034562;0,3609811933842634;0,4688608735688408;0,3299622024721626;0
